"","value"
"10_01:486532",0.3848309257857
"10_02:486533",0.361982814318271
"10_03a:486534",0.272551124328479
"10_05:486536",0.198316819876516
"11_01:486537",0.411023334688971
"11_02:486538",0.386364841999509
"11_04:486540",0.209611912071223
"11_05:486541",0.206619620957254
"11_06:486542",0.0996739170069649
"12_01:486543",0.334276082412586
"12_04:486544",0.247380619970917
"12_05:486545",0.370936800753384
"12_06:486546",0.148892428660152
"13_01:486547",0.22008662485493
"13_03:486549",0.357190738059461
"13_04:486550",0.228657913142915
"13_05:486551",0.735279324576513
"13_06:486552",0.503948164984061
"14_01:486553",0.171418227053357
"14_03:486555",0.173062955679176
"14_04:486556",0.306685292016417
"14_06:486558",0.383009193474342
"15_03:486560",0.178193137631068
"15_04:486561",0.283839447658508
"15_05:486562",0.220207429569398
"15_06:486563",0.222467811782
"16_02:486564",0.424865709241579
"16_03a:486565",0.121245125900195
"16_05:486567",0.144238639647268
"17_01:486568",0.358393970962258
"17_02:486569",0.182857698407565
"17_05a:486570",0.34056336856194
"18_01:486571",0.309329369894767
"18_02a:486572",0.250786589307155
"18_03a:486573",0.32699686978147
"18_04:486574",0.211657364312204
"18_05:486575",0.355300836390975
"19_05:486576",0.234521612086566
"20_01:486578",0.246534679090364
"20_03:486580",0.298580076968135
"20_04:486581",0.26379309652379
"20_06:486582",0.217481128764604
"21_05:486585",0.258699286913168
"22_02:486588",0.25984958503944
"22_06:486591",0.280487364145095
"23_03:486593",0.390616907173424
"24_02a:486594",0.235556359220728
"24_05:486596",0.245600838200981
"25_01a:486597",0.173278505918145
"25_02:486598",0.196567202971286
"25_03:486599",0.13057468115467
"25_06:486601",0.426054583660493
"26_01a:486602",0.138172292632378
"26_02:486603",0.0579053313741587
"26_04:486604",0.233764135608965
"26_05:486605",0.424422892416017
"26_06:486606",0.506907607565978
"27_01:486607",0.299789195673106
"27_04:486609",0.310843063589842
"27_06:486610",0.150390344232315
"28_01:486611",0.138453498899237
"28_02:486612",0.305721209234885
"28_03:486613",0.373642090600832
"28_04:486614",0.415620541770186
"28_05:486615",0.105003715922441
"29_01:486616",0.0952634393224688
"29_02a:486619",0.0642158818282552
"29_03:486620",0.337830016227087
"29_04:486621",0.258657496635579
"29_05:486617",0.210245844322576
"29_06:486618",0.336076172329921
"30_01a:486622",0.334731068575056
"30_02a:486623",0.187595115155532
"30_03:486624",0.0600306951254151
"30_05:486625",0.12571767819732
"30_06:486626",0.427598266855947
"31_01:486627",0.138319903334521
"31_02:486628",0.37841581398702
"31_03:486629",0.473903242156212
"31_04:486630",0.176172475875955
"31_05:486631",0.132461113242879
"32_01:486633",0.404857217205689
"32_02:486634",0.400269129243808
"32_03a:486635",0.203184382197152
"32_04:486636",0.256751942765827
"33_02:486638",0.288431501278895
"33_05:486639",0.436350993805128
"33_06:486640",0.223870384128666
"34_02:486641",0.299962014125659
"34_03:486642",0.277631219636578
"34_05:486643",0.276414958225752
"34_06:486644",0.250402147487648
"35_01:486645",0.387407798527449
"35_02:486646",0.147258546767724
"35_03:486647",0.044293202925563
"35_04:486648",0.173501113963914
"36_01:486649",0.133849943412721
"36_02:486650",0.574782162267625
"36_03:486651",0.267204404164421
"36_04:486652",0.586537417190818
"36_06:486654",0.333625976317017
"37_01:486655",0.362188904640206
"37_03:486656",0.139864571209513
"37_04:486657",0.431609087616787
"37_05:486659",0.154893763439626
"38_01:486661",0.412260279075207
"38_02:486662",0.121980570848686
"38_03:486663",0.341816184098541
"38_04:486664",0.219764343894639
"38_05:486665",0.205619757778236
"38_06:486666",0.391447959038013
"39_02:486667",0.214203379836786
"39_03:486668",0.156982479458661
"39_04:486669",0.0783445643422752
"39_05a:486670",0.152699346454748
"39_06:486671",0.319823591108022
"4_04:486501",0.717586305773409
"4_05:486502",0.177888497787856
"40_01:486672",0.142813234992759
"40_03:486673",0.23527891235861
"40_04:486674",0.443871434665051
"40_06:486676",0.115711074628194
"41_01:486677",0.154437816803849
"41_05:486679",0.305828838591197
"41_06:486680",0.162442550629826
"42_01:486681",0.528374365488689
"42_02a:486682",0.74571860859573
"42_03:486683",0.968435796927019
"42_05a:486684",0.0541917707358118
"43_01:486686",0.148817530524486
"43_02:486687",0.41932598516539
"43_03:486688",0.207807376674655
"43_05:486689",1.05242256486367
"43_06:486690",0.0396049050883721
"44_01:486691",0.442162932095156
"44_02:486692",0.588046670613751
"44_03:486693",0.219359864368904
"44_04:486694",0.0676349058543735
"44_05:486695",0.342175479503877
"45_01:486696",0.183576508911242
"45_02:486697",0.225615315882674
"45_03:486698",0.25747152568331
"45_06:486700",0.0439227629171505
"46_02:486701",0.127096138871178
"46_03:486702",0.523141652440024
"46_04:486703",0.662568061258646
"46_05:486704",0.0325316385618415
"46_06:486705",0.120782473854952
"47_02:486706",0.463834701564938
"47_03:486707",0.613424006791275
"47_04:486708",0.334912742210721
"47_05:486709",0.212190767400357
"48_01:486710",0.093462103974887
"48_02:486711",0.791841742599021
"48_03:486712",0.122748553523943
"48_04:486713",0.811302955293474
"48_05:486714",0.262382742841037
"49_01:486716",0.697703591700869
"49_02:486717",0.292854361561863
"49_04:486719",0.322816200736893
"49_06:486721",0.324257665382814
"5_01:486503",0.156077050758245
"5_02:486504",0.279063190585198
"5_03:486505",0.178528751742178
"5_04a:486506",0.211653110987646
"5_05:486508",0.450525514132242
"5_06:486509",0.174422353206223
"50_01:486722",0.264942952274826
"50_02:486723",0.293180047750981
"50_03:486724",0.344491597380354
"50_04:486725",0.293671681011333
"50_06:486726",0.247257726367076
"51_03:486728",0.336073666057009
"51_04a:486729",0.244116871011992
"51_06:486731",0.429446083932752
"52_03:486733",0.382460757623986
"52_06:486735",0.263075189597998
"53_01:486736",0.239972856242801
"53_02:486737",0.229111393449342
"53_04:486739",0.304447773277772
"53_06:486740",0.223934465177032
"54_01:486742",0.285906273041269
"54_02:486743",0.421904179044964
"54_04:486744",0.303309354946724
"54_05:486745",0.254194941620392
"55_01:486747",0.239058454289525
"55_02:486748",0.238182064564549
"55_04:486749",0.436972217537312
"55_05:486750",0.366170964464054
"56_01:486752",0.232578352006701
"56_03:486753",0.248319327751228
"56_04:486754",0.262005096430683
"56_05:486755",0.332735071236259
"56_06:486756",0.321064438300302
"57_01:486757",0.221451211514977
"57_04:486759",0.222911861056603
"57_05:486760",0.37880644952032
"58_01:486762",0.241138764555078
"58_03:486763",0.254973696806806
"58_04:486764",0.280894274159351
"58_05:486765",0.254086986408616
"58_06a:486766",0.257635180232408
"59_01:486767",0.344239540284362
"59_03:486768",0.224521280185016
"59_04:486769",0.224368928067192
"59_05:486770",0.227964963399966
"59_06:486771",0.262870493647783
"6_01:486510",0.167166684296561
"6_04:486513",0.317654876934297
"6_05a:486514",0.163531832549749
"60_01:486772",0.24121676807696
"60_02:486773",0.270885766571261
"60_04:486774",0.291423115159852
"60_05:486775",0.238138716359972
"60_06:486776",0.382168756231793
"61_01:486777",0.243655084696191
"61_02a:486778",0.240377529627176
"7_01a:486515",0.170018485052199
"7_04:486518",0.460538931883921
"7_06:486520",0.399022301755858
"8_01:486521",0.227874076917282
"8_02:486522",0.317194462664578
"8_03:486523",0.837416418607406
"8_04:486524",0.324458746905575
"8_06:486526",0.35924955826675
"9_01:486527",0.32398663228055
"9_04:486529",0.123054069423472
"9_05:486530",0.143102640253153
"B01:486779",0.154526418863575
"B07:486780",0.153112446912066
"B12:486781",0.463940863834093
"B25:486782",0.560215241038161
"B28:486784",0.188163060746005
"B30:486785",0.233453970047069
"B46:486786",0.350294970873022
"B50:486787",0.133001515335395
"D93:486788",0.147742742525661
